"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1283","rejects an unauthenticated request","functional","2026-08-31","passed","2026-08-31","Cards endpoint > POST /cards","functional/cards.spec.ts","",""
"","67","rejects a request with no idList","functional","2026-08-31","passed","2026-08-31","Cards endpoint > POST /cards","functional/cards.spec.ts","",""
"","106","returns 404 when deleting an unknown board","functional","2026-08-31","passed","2026-08-31","Boards endpoint > DELETE /boards/{id}","functional/boards.spec.ts","",""
"","99","rejects an empty name","functional","2026-08-31","passed","2026-08-31","Boards endpoint > POST /boards","functional/boards.spec.ts","",""
"","1518","updates the name and description","functional","2026-08-31","passed","2026-08-31","Boards endpoint > PUT /boards/{id}","functional/boards.spec.ts","",""
"","1121","archives the board when closed is set","functional","2026-08-31","passed","2026-08-31","Boards endpoint > PUT /boards/{id}","functional/boards.spec.ts","",""
"","1683","places a card at the top when pos is top","functional","2026-08-31","passed","2026-08-31","Cards endpoint > POST /cards","functional/cards.spec.ts","",""
"","814","accepts non-Latin characters in the board name","functional","2026-08-31","passed","2026-08-31","Boards endpoint > POST /boards","functional/boards.spec.ts","",""
"","1039","returns additional fields when fields=all is requested","functional","2026-08-31","passed","2026-08-31","Lists endpoint > GET /lists/{id}","functional/lists.spec.ts","",""
"","2638","GET /members/me stays within the 1000ms read budget","performance","2026-08-31","passed","2026-08-31","Endpoint response-time SLAs","performance/latency.spec.ts","",""
"","2029","excludes archived lists when filtering by open","functional","2026-08-31","passed","2026-08-31","Lists endpoint > GET /boards/{id}/lists","functional/lists.spec.ts","",""
"","82","rejects a request with no name","functional","2026-08-31","passed","2026-08-31","Boards endpoint > POST /boards","functional/boards.spec.ts","",""
"","1328","archives a list via the closed field","functional","2026-08-31","passed","2026-08-31","Lists endpoint > PUT /lists/{id}","functional/lists.spec.ts","",""
"","3717","GET /boards/{id} stays within the 1000ms read budget","performance","2026-08-31","passed","2026-08-31","Endpoint response-time SLAs","performance/latency.spec.ts","",""
"","160","rejects an unknown idList","functional","2026-08-31","passed","2026-08-31","Cards endpoint > POST /cards","functional/cards.spec.ts","",""
"","98","rejects a request carrying an invalid token","functional","2026-08-31","passed","2026-08-31","API connectivity and authentication","functional/connectivity.spec.ts","",""
"","1007","creates the three default lists when defaultLists is true","functional","2026-08-31","passed","2026-08-31","Boards endpoint > POST /boards","functional/boards.spec.ts","",""
"","1962","returns the card that was created","functional","2026-08-31","passed","2026-08-31","Cards endpoint > GET /cards/{id}","functional/cards.spec.ts","",""
"","78","returns 404 when updating an unknown board","functional","2026-08-31","passed","2026-08-31","Boards endpoint > PUT /boards/{id}","functional/boards.spec.ts","",""
"","163","rejects a request carrying an invalid key","functional","2026-08-31","passed","2026-08-31","API connectivity and authentication","functional/connectivity.spec.ts","",""
"","1078","deletes a board and makes it unreachable","functional","2026-08-31","passed","2026-08-31","Boards endpoint > DELETE /boards/{id}","functional/boards.spec.ts","",""
"","890","rejects a request with no name","functional","2026-08-31","passed","2026-08-31","Lists endpoint > POST /lists","functional/lists.spec.ts","",""
"","1022","honours the optional description and defaultLists flag","functional","2026-08-31","passed","2026-08-31","Boards endpoint > POST /boards","functional/boards.spec.ts","",""
"","126","rejects a request with no idBoard","functional","2026-08-31","passed","2026-08-31","Lists endpoint > POST /lists","functional/lists.spec.ts","",""
"","1055","returns at least the documented default fields","functional","2026-08-31","passed","2026-08-31","Lists endpoint > GET /lists/{id}","functional/lists.spec.ts","",""
"","78","returns 404 when updating an unknown card","functional","2026-08-31","passed","2026-08-31","Cards endpoint > PUT /cards/{id}","functional/cards.spec.ts","",""
"","7133","POST /cards stays within the 1500ms write budget","performance","2026-08-31","passed","2026-08-31","Endpoint response-time SLAs","performance/latency.spec.ts","",""
"","2854","creates a board, list and card, updates the card, then removes everything","e2e","2026-08-31","passed","2026-08-31","Trello end-to-end workflow","e2e/workflow.spec.ts","",""
"","75","returns 404 for an unknown list","functional","2026-08-31","passed","2026-08-31","Lists endpoint > GET /lists/{id}","functional/lists.spec.ts","",""
"","1167","returns the board that was created","functional","2026-08-31","passed","2026-08-31","Boards endpoint > GET /boards/{id}","functional/boards.spec.ts","",""
"","75","returns 404 for an unknown card","functional","2026-08-31","passed","2026-08-31","Cards endpoint > GET /cards/{id}","functional/cards.spec.ts","",""
"","1317","creates a card with name, description and due date","functional","2026-08-31","passed","2026-08-31","Cards endpoint > POST /cards","functional/cards.spec.ts","",""
"","93","returns 404 for a well-formed but unknown id","functional","2026-08-31","passed","2026-08-31","Boards endpoint > GET /boards/{id}","functional/boards.spec.ts","",""
"","1946","moves a card to a different list on the same board","functional","2026-08-31","passed","2026-08-31","Cards endpoint > PUT /cards/{id}","functional/cards.spec.ts","",""
